"Bigram_Frequency","Conc_initial","Conc_trailing","Freq_initial","Freq_trailing","Group","Initial","LR_Diversity","Letters_initial","Letters_ttrailing","POS_initial","POS_trailing","Phonemes_initial","Phonemes_trailing","Syll_initial","Syll_trailing","Trailing","W_NW","accuracy","correct","correct_response","response_time"
"311","2.5","2.07","158.58","299.1","1","recent","203","6","5","Adjective","Noun","6","4","2","1","times","w","83.3333333333","1","[word_response]","475"
"10","4.82","2.29","1241.58","67.68","2","people","679","6","7","Noun","Verb","5","4","2","2","achieve","w","83.4782608696","1","[word_response]","540"
"452","3.5","3.52","12.85","25.43","1","ozone","14","5","5","Noun","Noun","4","3","2","2","layer","w","83.6206896552","1","[word_response]","601"
"0","4.63","4.4","8.91","62.03","3","ski","17","3","8","Verb","Noun","","7","1","2","aircraft","w","83.7606837607","1","[word_response]","628"
"381","3.48","3.87","85.82","407.39","1","fifty","78","5","4","Number","Number","5","3","2","1","five","w","83.8983050847","1","[word_response]","446"
"","","","","","0","quickly","","","","","","","","","","allwo","nw","84.0336134454","1","[nonword_response]","720"
"0","","4.47","0.01","1.53","3","drubs","#N/A","5","5","Verb","Verb","","","1","1","nudge","w","84.1666666667","1","[word_response]","515"
"","","","","","0","barbed","","","","","","","","","","folor","nw","84.2975206612","1","[nonword_response]","594"
"10","2.62","2.86","16.48","220.99","2","hostile","19","7","6","Adjective","Noun","6","5","2","2","action","w","84.4262295082","1","[word_response]","475"
"0","3.25","3.2","737.78","191.09","3","year","343","4","7","Noun","Noun","","6","1","2","hundred","w","84.5528455285","1","[word_response]","506"
"207","3.81","4.72","2.9","22.69","1","barbed","1","6","4","Adjective","Noun","5","3","1","1","wire","w","84.6774193548","1","[word_response]","502"
"","","","","","0","their","","","","","","","","","","fodo","nw","84.8","1","[nonword_response]","550"
"","","","","","0","recent","","","","","","","","","","adrdess","nw","84.9206349206","1","[nonword_response]","851"
"10","2.77","2.7","356.72","59.67","2","less","479","4","6","Adverb","Adjective","3","5","1","2","afraid","w","85.0393700787","1","[word_response]","547"
"","","","","","0","rugby","","","","","","","","","","stgae","nw","85.15625","1","[nonword_response]","657"
"","","","","","0","meet","","","","","","","","","","ogne","nw","85.2713178295","1","[nonword_response]","599"
"","","","","","0","less","","","","","","","","","","fuond","nw","85.3846153846","1","[nonword_response]","658"
"14","3.68","4.8","2.15","189.92","2","canned","3","6","4","Adjective","Noun","4","3","1","1","food","w","85.4961832061","1","[word_response]","458"
"","","","","","0","gimlet","","","","","","","","","","coidng","nw","85.6060606061","1","[nonword_response]","842"
"","","","","","0","large","","","","","","","","","","wtis","nw","85.7142857143","1","[nonword_response]","652"
"255","3.13","3.24","12.2","67.62","1","toxic","20","5","5","Adjective","Verb","6","4","2","1","waste","w","85.8208955224","1","[word_response]","518"
"2083","3.34","4.89","2609.19","466.08","1","their","3442","5","8","Pronoun","Noun","3","7","1","2","children","w","85.9259259259","1","[word_response]","485"
"","","","","","0","ski","","","","","","","","","","aicrraft","nw","85.2941176471","0","[nonword_response]","532"
"","","","","","0","snuffles","","","","","","","","","","moedl","nw","85.401459854","1","[nonword_response]","706"
"","","","","","0","glide","","","","","","","","","","dorop","nw","85.5072463768","1","[nonword_response]","714"
"","","","","","0","oval","","","","","","","","","","hispter","nw","84.8920863309","0","[nonword_response]","656"
"234","4.46","4.25","11.83","49.68","1","bile","17","4","4","Noun","Noun","3","4","1","2","acid","w","85","1","[word_response]","922"
"","","","","","0","recede","","","","","","","","","","scoks","nw","85.1063829787","1","[nonword_response]","615"
"","","","","","0","want","","","","","","","","","","scayl","nw","85.2112676056","1","[nonword_response]","579"
"187","3.62","4.7","12.78","114.41","1","eighth","21","6","4","Number","Noun","2","4","1","2","army","w","85.3146853147","1","[word_response]","480"
"","","","","","0","coiled","","","","","","","","","","shrot","nw","85.4166666667","1","[nonword_response]","545"
"12","3","3.21","0.78","67.12","2","darn","1","4","5","Adjective","Noun","4","3","1","1","sight","w","85.5172413793","1","[word_response]","479"
"","","","","","0","chilli","","","","","","","","","","acll","nw","85.6164383562","1","[nonword_response]","672"
"","","","","","0","funny","","","","","","","","","","adlut","nw","85.7142857143","1","[nonword_response]","633"
"437","4.25","4.97","49.68","65.17","1","acid","70","4","4","Noun","Noun","4","3","2","1","rain","w","85.8108108108","1","[word_response]","482"
"","","","","","0","toxic","","","","","","","","","","tset","nw","85.9060402685","1","[nonword_response]","546"
"","","","","","0","lifer ","","","","","","","","","","hgus","nw","86","1","[nonword_response]","542"
"","","","","","0","good","","","","","","","","","","adavnce","nw","85.4304635762","0","[nonword_response]","477"
"17","3.27","4.64","1.46","165.65","2","larval","3","6","5","Adjective","Noun","6","4","2","1","stage","w","85.5263157895","1","[word_response]","685"
"","","","","","0","hostile","","","","","","","","","","rnik","nw","85.6209150327","1","[nonword_response]","613"
"","","","","","0","berate","","","","","","","","","","ivnolved","nw","85.7142857143","1","[nonword_response]","939"
"13","3.83","3.89","1.94","59.83","2","coiled","1","6","6","Verb","Noun","4","5","1","2","spring","w","85.8064516129","1","[word_response]","505"
"0","","3.03","0.14","4.94","3","gimlet","#N/A","6","6","Noun","Verb","","","2","2","coding","w","85.8974358974","1","[word_response]","778"
"10","1.93","2.73","575.47","104.37","2","want","139","4","6","Verb","Noun","4","5","1","2","advice","w","85.9872611465","1","[word_response]","748"
"","","","","","0","reaches","","","","","","","","","","timesr","nw","85.4430379747","0","[nonword_response]","671"
"0","2.34","2.31","962.8","81.81","3","way","263","3","5","Adverb","Verb","","4","1","2","agree","w","85.534591195","1","[word_response]","777"
"","","","","","0","have","","","","","","","","","","sihgt","nw","85.625","1","[nonword_response]","557"
"428","4.33","3.38","34.45","176.07","1","rugby","39","5","5","Noun","Noun","5","6","2","2","union","w","85.7142857143","1","[word_response]","619"
"","","","","","0","eighth","","","","","","","","","","atcion","nw","85.1851851852","0","[nonword_response]","549"
"0","3.28","4.14","0.11","1.03","3","lifer ","#N/A","6","4","Noun","Verb","","","2","1","hugs","w","84.6625766871","0","[word_response]","594"
"0","3","2.04","141.09","195.48","3","meet","112","4","4","Verb","Verb","","3","1","1","gone","w","84.756097561","1","[word_response]","573"
"","","","","","0","fleet","","","","","","","","","","adivce","nw","84.8484848485","1","[nonword_response]","922"
"","","","","","0","year","","","","","","","","","","hunderd","nw","84.3373493976","0","[nonword_response]","746"
"","","","","","0","larval","","","","","","","","","","ofod","nw","84.4311377246","1","[nonword_response]","879"
"461","1.64","2.52","807.95","171.14","1","good","850","4","8","Adjective","Noun","3","7","1","2","practice","w","84.5238095238","1","[word_response]","991"
"10","2.36","2.74","123.84","153.75","2","quickly","129","7","5","Adverb","Verb","6","4","2","2","added","w","84.6153846154","1","[word_response]","842"
"","","","","","0","canned","","","","","","","","","","aggs","nw","84.1176470588","0","[nonword_response]","649"
"14","4.47","3.93","0.67","137.01","2","chow","1","4","4","Noun","Noun","2","4","1","1","test","w","84.2105263158","1","[word_response]","691"
"","","","","","0","tides","","","","","","","","","","muave","nw","84.3023255814","1","[nonword_response]","682"
"13","3.93","4.41","2.2","62.51","2","glide","1","5","4","Verb","Noun","4","3","1","1","path","w","84.3930635838","1","[word_response]","497"
"0","","4","1.93","194.84","3","chilli","5","6","4","Noun","Verb","","3","2","1","call","w","84.4827586207","1","[word_response]","482"
"","","","","","0","give","","","","","","","","","","langugae","nw","84","0","[nonword_response]","595"
"10","2.19","3.89","57.65","70.36","2","secret","69","6","7","Noun","Noun","6","5","2","2","address","w","84.0909090909","1","[word_response]","703"
"","","","","","0","pelvic","","","","","","","","","","strete","nw","84.1807909605","1","[nonword_response]","871"
"4525","2.18","2","4736.93","354.73","1","have","1900","4","4","Verb","Verb","3","3","1","1","done","w","84.2696629213","1","[word_response]","632"
"","","","","","0","darn","","","","","","","","","","agered","nw","84.3575418994","1","[nonword_response]","786"
"305","3.81","4.75","22.47","196.14","1","fleet","25","5","6","Noun","Noun","4","5","1","1","street","w","84.4444444444","1","[word_response]","518"
"0","4.18","3.82","1.04","196.94","3","fart","#N/A","4","6","Verb","Adverb","","4","1","1","course","w","83.9779005525","0","[word_response]","1028"
"","","","","","0","rapid","","","","","","","","","","sprnig","nw","84.0659340659","1","[nonword_response]","813"
"198","2.5","3.17","44.9","352.11","1","funny","62","5","5","Adjective","Noun","4","3","2","1","thing","w","84.1530054645","1","[word_response]","560"
"243","3.07","2.89","36.05","129.82","1","rapid","53","5","6","Adjective","Noun","5","4","2","1","growth","w","84.2391304348","1","[word_response]","652"
"13","3.74","4.8","1.9","115.56","2","pelvic","4","6","5","Adjective","Noun","6","4","2","1","floor","w","84.3243243243","1","[word_response]","580"
"10","3.37","4.4","337.71","50.78","2","large","468","5","5","Adjective","Noun","4","5","1","2","adult","w","84.4086021505","1","[word_response]","560"
"","","","","","0","should","","","","","","","","","","baer","n","84.4919786096","1","[nonword_response]","623"
"11","3.43","4.7","1.28","4.87","5","volt","1","4","5","Noun","Noun","4","4","1","2","meter","w","84.5744680851","1","[word_response]","536"
"12","1.72","2.52","2.79","9.85","5","downright","2","9","4","Adverb","Adjective","6","3","2","1","rude","w","84.6560846561","1","[word_response]","518"
"","","","","","0","beady","","","","","","","","","","insdie","n","84.7368421053","1","[nonword_response]","661"
"84","2.14","2.04","4632.4","50.83","4","this","2909","4","7","Determiner","Adjective","3","6","1","2","ancient","w","84.8167539267","1","[word_response]","1070"
"","","","","","0","with","","","","","","","","","","nubmer","n","84.8958333333","1","[nonword_response]","728"
"10","4.04","4.12","0.88","415.47","5","polyp","1","5","5","Noun","Noun","5","4","2","1","group","w","84.9740932642","1","[word_response]","636"
"","","","","","0","abaya","","","","","","","","","","pian","n","85.0515463918","1","[nonword_response]","759"
"","","","","","0","shitty","","","","","","","","","","durm","n","85.1282051282","1","[nonword_response]","621"
"","","","","","0","plate","","","","","","","","","","cgae","n","85.2040816327","1","[nonword_response]","566"
"","","","","","0","musty","","","","","","","","","","mahcine","n","84.7715736041","0","[nonword_response]","531"
"","","","","","0","fipple","","","","","","","","","","ssytem","n","84.8484848485","1","[nonword_response]","641"
"10","3.9","4.96","0.96","9.85","5","snare","1","5","4","Noun","Noun","4","4","1","1","drum","w","84.9246231156","1","[word_response]","505"
"0","3.83","4.12","0.55","415.47","6","blotter","#N/A","7","5","Noun","Noun","","4","2","1","group","w","85","1","[word_response]","520"
"","","","","","0","volt","","","","","","","","","","deifned","n","85.0746268657","1","[nonword_response]","710"
"","","","","","0","septic","","","","","","","","","","ekep","n","85.1485148515","1","[nonword_response]","542"
"117","2.64","1.73","2545.66","110.02","4","will","1128","4","6","Verb","Noun","3","4","1","2","appeal","w","85.2216748768","1","[word_response]","571"
"","","","","","0","cell","","","","","","","","","","swtich","n","85.2941176471","1","[nonword_response]","584"
"768","1.68","2.74","216.31","154.29","4","certain","300","7","6","Adjective","Noun","5","5","2","2","amount","w","85.3658536585","1","[word_response]","515"
"186","2.79","2.38","720.77","228.64","4","even","541","4","5","Adverb","Preposition","4","4","2","2","among","w","85.4368932039","1","[word_response]","466"
"","","","","","0","hodiernal ","","","","","","","","","","aronud","n","85.0241545894","0","[nonword_response]","531"
"","","","","","0","your","","","","","","","","","","anwser","n","84.6153846154","0","[nonword_response]","561"
"67","2.76","1.78","1187","81.54","4","first","1261","5","6","Number","Adjective","4","6","1","3","annual","w","84.6889952153","1","[word_response]","669"
"","","","","","0","lentil","","","","","","","","","","alnoe","n","84.7619047619","1","[nonword_response]","533"
"","","","","","0","effable","","","","","","","","","","chesee","n","84.8341232227","1","[nonword_response]","803"
"12","2.96","4.61","2.76","75","5","shady","1","5","6","Adjective","Noun","4","5","2","2","corner","w","84.9056603774","1","[word_response]","583"
"125","1.53","4.88","1112.37","57.99","4","should","564","6","4","Verb","Noun","3","3","1","1","bear","w","84.9765258216","1","[word_response]","610"
"256","2.37","2.89","1383.37","144.21","4","your","1871","4","6","Pronoun","Verb","3","4","1","2","answer","w","85.046728972","1","[word_response]","527"
"","","","","","0","certain","","","","","","","","","","amuont","n","85.1162790698","1","[nonword_response]","1022"
"0","3.46","4.9","","7.1","6","canorous","#N/A","8","4","Adjective","Noun","","","3","2","pony","w","85.1851851852","1","[word_response]","858"
"","","","","","0","canorous","","","","","","","","","","corenr","n","85.2534562212","1","[nonword_response]","730"
"21","3.46","4.85","0.56","297.06","5","beady","2","5","4","Adjective","Noun","4","2","2","1","eyes","w","85.3211009174","1","[word_response]","480"
"19","3.74","4.8","0.91","33.24","5","septic","2","6","4","Adjective","Noun","6","4","2","1","tank","w","84.9315068493","0","[word_response]","1473"
"0","","2.6","","11.5","6","inunct","#N/A","6","4","Verb","Noun","","","2","1","gall","w","85","1","[word_response]","777"
"226","2.93","3.97","4334.75","56.75","4","they","1616","4","4","Pronoun","Verb","2","3","1","1","beat","w","85.0678733032","1","[word_response]","477"
"","","","","","0","little","","","","","","","","","","bbay","n","85.1351351351","1","[nonword_response]","621"
"","","","","","0","inunct","","","","","","","","","","rdue","n","85.201793722","1","[nonword_response]","648"
"12","4.31","2.94","1.52","446.74","5","sweeper","1","7","6","Noun","Noun","5","6","2","2","system","w","85.2678571429","1","[word_response]","497"
"","","","","","0","research","","","","","","","","","","alnog","n","85.3333333333","1","[nonword_response]","720"
"0","2.58","4.52","0.73","365.29","6","shitty","#N/A","6","5","Adjective","Noun","","3","2","1","night","w","85.3982300885","1","[word_response]","518"
"0","3.04","4.82","0.56","36.78","6","panics","#N/A","6","5","Verb","Noun","","","2","1","yards","w","85.4625550661","1","[word_response]","726"
"","","","","","0","downright","","","","","","","","","","nealry","n","85.5263157895","1","[nonword_response]","684"
"0","","4.11","","2.14","6","deedy","#N/A","5","6","Adjective","Verb","","","2","1","scroll","w","85.5895196507","1","[word_response]","772"
"","","","","","0","snare","","","","","","","","","","ahppen","n","85.652173913","1","[nonword_response]","762"
"47","2.07","3.66","182.49","63.25","4","common","269","6","6","Adjective","Noun","5","6","2","2","object","w","85.7142857143","1","[word_response]","878"
"375","1.85","2.14","471.72","193.35","4","came","171","4","5","Verb","Adverb","3","4","1","2","along","w","85.775862069","1","[word_response]","494"
"600","1.48","1.66","3228.32","315.88","4","were","2752","4","6","Verb","Adverb","2","6","1","2","almost","w","85.8369098712","1","[word_response]","542"
"0","","3.07","","4.75","6","abaya","#N/A","5","6","Noun","Verb","","","3","2","digest","w","85.8974358974","1","[word_response]","892"
"","","","","","0","deedy","","","","","","","","","","meetr","n","85.9574468085","1","[nonword_response]","828"
